Hsig (m),Tp (s),Tm (s),Dp (deg),DpSpr (deg),Dm (deg),DmSpr (deg),QF_waves,WindSpeed (m/s),WindDirec (deg),,
1.46,14.62,9,191.594,44.711,213.87,50.917,1,4.8,34,,
1.44,12.8,8.86,205.363,48.222,218.819,51.024,1,5.2,45,15.28,1
1.52,12.8,9.2,200.236,39.91,209.767,49.021,1,4.4,40,,
1.39,12.8,8.48,193.838,45.362,215.767,53.219,1,1.2,262,15.28,1
1.57,12.8,9.02,201.478,41.354,215.789,49.83,1,4.4,28,,
1.38,11.36,7.8,220.471,44.358,220.557,54.703,1,5.2,40,15.3,1
1.44,12.8,8.36,198.264,42.357,213.969,53.972,1,4.8,22,,
1.37,12.8,7.94,204.39,45.027,224.494,54.467,1,5.2,28,15.26,1
1.35,14.62,7.86,200.765,42.693,219.682,56.019,1,5.6,51,,
1.32,12.8,7.64,196.198,50.619,220.216,57.922,1,5.6,40,15.26,1
1.3,12.8,7.72,214.767,44.929,219.359,56.529,1,5.6,62,,
1.41,12.8,8.3,194.722,36.92,209.325,53.575,1,6,40,15.26,1
1.26,14.62,7.44,200.982,42.613,217.707,59.085,1,6.8,28,,
1.31,12.8,7.92,195.576,45.258,211.082,57.95,1,0.8,268,15.24,1
1.33,12.8,8.14,189.167,40.63,207.386,56.224,1,5.6,45,,
1.23,14.62,7.78,184.052,43.967,208.676,58.731,1,5.6,45,15.22,1
1.26,12.8,7.58,180.164,45.53,198.735,58.894,1,6.8,57,,
1.28,14.62,7.92,183.763,35.848,202.119,55.879,1,5.2,45,15.18,1
1.22,14.62,7.14,194.883,46.291,209.041,61.985,1,6,51,,
1.19,14.62,6.16,191.791,50.138,203.471,66.622,1,6.4,45,15.24,1
1.34,12.8,6.78,196.863,42.789,198.707,63.279,1,6.4,45,,
1.35,14.62,6.78,198.016,39.556,198.952,60.34,1,6.8,51,15.3,1
1.23,12.8,6.1,212.752,50.438,205.999,67.309,1,6.8,45,,
1.28,12.8,6.26,221.435,47.535,206.717,66.3,1,7.2,51,15.34,1
1.34,14.62,6.7,227.099,36.896,218.976,61.978,1,7.2,57,,
1.33,12.8,6.58,213.913,44.58,204.999,63.597,1,7.6,45,15.36,1
1.33,14.62,6.32,209.388,44.294,210.651,65.954,1,6.8,51,,
1.3,12.8,6.44,210.67,47.698,214.305,65.135,1,6.4,34,15.36,1
1.4,12.8,7.06,236.958,39.087,234.869,59.336,1,6.8,62,,
1.29,14.62,6.34,226.472,46.352,231.411,64.241,1,6.8,40,15.34,1
1.31,14.62,6.36,242.326,39.009,241.87,62.757,1,6.4,45,,
1.3,12.8,6.38,240.743,40.184,243.867,62.443,1,7.2,40,15.32,1
1.34,12.8,6.08,225.51,49.901,247.236,63.334,1,7.6,28,,
1.44,12.8,6.54,235.234,40.445,250.314,59.146,1,6.4,5,15.3,1
1.51,14.62,7.24,242.962,31.669,256.01,52.117,1,7.2,17,,
1.48,14.62,7.28,246.311,35.301,258.121,51.353,1,6.8,22,15.26,1
1.49,12.8,6.6,249.831,36.539,263.192,53.195,1,7.6,22,,
1.68,14.62,7.32,244.792,27.366,258.417,48.441,1,7.6,11,15.2,1
1.53,12.8,6.66,245.322,31.397,262.289,50.946,1,7.6,11,,
1.65,14.62,7.18,250.668,27.017,265.005,47.084,1,7.2,17,15.18,1
1.78,12.8,7.64,248.038,31.978,259.285,48.165,1,8.4,0,,
1.49,14.62,6.4,247.896,30.332,271.144,52.035,1,8,0,15.18,1
1.56,14.62,6.76,252.097,33.102,272.437,51.387,1,6.8,17,,
1.7,14.62,7.1,248.04,30.878,268.856,48.853,1,8,17,15.2,1
1.52,12.8,6.74,245.116,29.86,266.764,50.858,1,6.8,17,,
1.62,12.8,7.06,257.001,26.768,270,47.8,1,7.6,17,15.22,1
1.66,12.8,6.66,250.665,27.39,271.283,50.531,1,9.2,5,,
1.7,12.8,6.82,252.854,29.723,268.63,50.402,1,8.8,11,15.22,1
1.71,12.8,6.48,250.891,26.531,275.594,53.033,1,8.4,11,,
1.63,12.8,6.2,260.052,29.062,283.581,55.135,1,8,17,15.22,1
1.7,12.8,6.32,249.821,25.11,275.401,54.954,1,8,28,,
1.57,12.8,6.14,255.428,30.041,281.197,57.963,1,7.6,28,15.3,1
1.68,12.8,6.44,254.038,25.256,277.888,54.016,1,8,22,,
1.6,12.8,6.08,251.84,32.673,279.786,56.613,1,6.8,28,15.28,1
1.76,12.8,6.78,253.042,24.094,271.033,51.478,1,6.8,17,,
1.8,12.8,6.98,250.879,28.378,267.187,50.11,1,7.2,17,15.28,1
1.76,12.8,6.72,260.558,24.88,275.445,49.391,1,7.6,17,,
1.75,12.8,6.88,254.355,31.944,269.481,48.132,1,7.6,22,15.28,1
1.77,12.8,6.68,261.43,23.151,274.67,48.054,1,6.8,17,,
1.96,12.8,6.82,261.075,30.651,275.298,48.942,1,8,17,15.26,1
1.97,12.8,6.9,252.693,31.615,269.024,49.183,1,8,22,,
2.15,12.8,7.22,258.229,24.889,272.826,44.83,1,7.6,22,15.26,1
2.08,12.8,7.22,263.155,26.386,274.596,44.728,1,8,11,,
2.2,12.8,7.5,257.923,25.408,269.522,44.169,1,8.8,11,15.26,1
2.2,12.8,7.1,257.808,22.765,273.923,45.414,1,8.4,11,,
2.01,12.8,6.54,256.817,26.687,279.403,49.802,1,8.8,11,15.24,1
2.25,12.8,7.18,260.137,28.863,276.864,48.752,1,8.8,0,,
2.31,12.8,7.12,254.911,23.45,275.539,48.061,1,8.8,0,15.28,1
2.12,12.8,6.92,258.454,27.601,276.35,48.862,1,7.6,0,,
2.24,12.8,7.06,253.936,25.063,271.999,48.307,1,8,11,15.3,1
Nan,Nan,Nan,Nan,Nan,Nan,Nan,1,8.8,354,,
2.08,12.8,6.92,256.499,27.156,274.757,46.412,1,9.2,354,15.3,1
2.54,12.8,8.02,254.74,19.289,265.977,39.171,1,9.2,348,,
2.17,12.8,7.04,259.932,29.582,271.385,45.304,1,9.2,0,15.32,1
2.37,12.8,7.66,253.289,22.238,265.017,41.094,1,9.2,354,,
2.23,12.8,7.44,255.25,26.308,266.52,42.515,1,8.4,354,15.32,1
2.26,14.62,7.82,247.572,26.035,262.837,41.559,1,8.8,354,,
2.12,14.62,7.14,242.068,23.469,262.5,44.087,1,9.2,11,15.34,1
2.43,12.8,7.98,250.037,19.992,257.829,39.28,1,9.6,354,,
2.42,12.8,7.9,251.776,22.615,260.831,40.147,1,9.6,5,15.34,1
2.59,14.62,8.56,242.903,19.494,254.311,37.936,1,8.4,5,,
2.55,12.8,8.14,247.725,22.449,257.361,38.997,1,10.4,348,15.34,1
2.63,12.8,8.5,248.481,23.002,257.085,37.373,1,8,354,,
2.73,12.8,8.64,247.064,22.106,254.783,37.827,1,8.4,0,15.36,1
2.82,14.62,8.84,239.986,21.406,252.425,35.976,1,9.2,354,,
2.69,14.62,8.84,244.52,28.406,255.049,42.301,1,8.8,337,15.32,1
2.5,14.62,8.46,235.39,24.017,252.203,38.249,1,7.6,308,,
2.63,14.62,8.64,240.008,21.61,253.568,34.143,1,8,331,15.3,1
2.54,12.8,8.56,245.756,21.68,251.457,34.604,1,8.8,337,,
2.54,12.8,8.78,245.72,21.147,252.245,33.069,1,8,314,15.24,1
2.46,12.8,8.68,242.667,23.858,251.218,34.691,1,7.2,308,,
2.65,14.62,9.5,243.678,21.728,251.315,31.244,1,6.4,337,15.22,1
2.68,14.62,9.36,238.562,17.738,248.594,32.31,1,8,331,,
2.55,14.62,9.16,235.782,23.953,248.491,34.522,1,8.8,348,15.2,1
2.68,14.62,9.42,236.31,19.078,244.669,31.149,1,8,325,,
2.42,14.62,8.24,237.299,26.178,250.777,37.416,1,8.8,331,15.16,1
2.58,12.8,8.5,234.138,22.525,247.407,34.927,1,8.8,314,,
2.64,14.62,8.74,237.265,21.842,248.502,34.227,1,9.6,331,15.14,1
2.58,14.62,8.66,234.413,23.324,247.507,35.082,1,8.4,314,,
2.52,14.62,8.3,234.176,24.279,248.42,36.24,1,7.6,342,15.14,1
2.65,14.62,8.5,233.686,24.816,249.976,34.983,1,8.4,337,,
2.71,12.8,8.54,238.742,23.808,250.255,33.932,1,8.4,308,15.14,1
3.19,14.62,10.5,233.42,27.19,248.139,44.116,1,8,302,,
2.41,14.62,8.36,237.243,23.492,250.191,33.9,1,7.6,325,15.1,1
2.8,14.62,8.74,232.067,20.146,247.546,33.484,1,8.4,320,,
2.96,14.62,9.22,231.769,20.129,244.865,35.736,1,8,331,15.06,1
2.68,14.62,8.52,247.228,21.149,254.862,32.565,1,9.2,302,,
2.55,14.62,8.7,248.907,19.88,254.311,32.545,1,8.4,308,15.12,1
2.48,14.62,8.38,250.219,22.713,255.568,34.028,1,8,240,,
2.89,14.62,9.3,249.778,19.561,256.704,30.012,1,8.8,268,15.18,1
2.52,14.62,8.7,252.028,23.1,256.268,31.56,1,7.6,268,,
2.69,14.62,8.94,249.48,24.43,255.12,32.667,1,8.4,257,15.2,1
2.75,12.8,8.92,248.379,22.453,252.693,31.615,1,8,262,,
2.75,12.8,8.88,252.448,19.306,256.09,30.097,1,7.6,262,15.2,1
2.67,14.62,8.88,245.204,18.361,252.888,32.023,1,7.2,262,,
2.31,12.8,8.3,244.502,26.58,252.727,34.086,1,7.2,262,15.22,1
2.54,11.36,8.44,252.66,22.681,252.844,30.499,1,8.4,274,,
2.51,12.8,8.34,249.238,22.774,253.954,31.876,1,7.2,285,15.24,1
2.28,11.36,7.8,248.74,25.223,251.042,35.096,1,8,342,,
2.34,14.62,7.84,248.129,26.607,250.972,35.64,1,7.6,314,15.24,1
2.25,12.8,7.4,251.411,23.366,254.446,35.721,1,8,262,,
2.31,14.62,7.34,246.199,23.54,255.114,36.322,1,7.6,285,15.26,1
2.36,14.62,7.74,246.088,24.742,251.938,35.586,1,7.6,280,,
2.26,14.62,7.54,246.472,23.509,253.288,35.094,1,7.6,257,15.28,1
2.21,14.62,7.4,244.827,31.827,251.974,37.986,1,8.8,268,,
2.29,12.8,7.26,247.099,26.966,251.41,36.209,1,10,285,15.28,1
2.32,12.8,7.5,244.459,25.024,249.285,34.039,1,8,268,,
2.15,11.36,7.42,246.089,28.316,248.07,35.677,1,8,291,15.24,1
2.3,12.8,7.96,241.318,28.557,249.813,36.343,1,7.6,285,,
2.39,12.8,8.04,248.445,27.357,252.72,35.055,1,9.2,285,15.32,1
2.31,12.8,7.96,240.082,27.84,247.465,35.453,1,8,285,,
2.37,12.8,8.1,242.103,27.629,247.781,36.582,1,8,291,15.36,1
2.31,11.36,7.8,243.518,24.638,248.457,35.876,1,8.4,320,,
2.29,12.8,7.66,247.394,24.931,251.28,35.586,1,8,320,15.36,1
2.18,12.8,7.64,244.455,27.588,249.003,36.052,1,8.4,308,,
2.25,14.62,7.8,239.196,25.742,248.019,35.358,1,8.4,291,15.34,1
2.31,11.36,7.82,246.997,25.554,248.186,35.543,1,8,291,,
2.25,12.8,7.74,244.2,23.433,248.948,34.464,1,7.6,314,15.34,1
2.23,11.36,8.22,249.473,25.922,250.232,34.021,1,7.2,331,,
2.37,12.8,8.46,243.978,22.565,248.495,32.144,1,7.6,331,15.34,1
2.22,12.8,8,241.77,23.267,247.942,35.121,1,8.4,342,,
2.26,12.8,7.72,246.05,24.276,249.928,35.155,1,9.6,331,15.32,1
2.25,12.8,7.6,241.271,25.244,249.232,35.782,1,7.6,342,,
2.22,12.8,7.62,244.208,24.627,250.083,36.185,1,8.4,337,15.3,1
2.36,12.8,7.6,239.09,26.334,249.927,36.208,1,8,308,,
2.5,12.8,7.82,241.322,22.223,250.476,35.028,1,8.8,331,15.28,1
2.4,12.8,7.6,242.23,26.412,253.137,37.26,1,8.4,320,,
2.5,12.8,7.96,245.617,24.725,252.993,34.492,1,8,291,15.28,1
2.47,12.8,7.54,246.742,29.058,251.651,33.803,1,7.6,257,,
2.54,12.8,7.62,246.909,27.2,251.957,34.924,1,8.8,262,15.28,1
2.34,12.8,7.16,252.49,25.629,254.86,35.118,1,8.8,262,,
2.38,10.24,7.22,257.803,23.472,254.438,36.09,1,8.4,262,15.28,1
2.56,12.8,7.94,245.607,24.138,251.437,33.197,1,7.6,251,,
2.37,12.8,7.48,248.21,27.812,253.466,35.26,1,7.6,257,15.26,1
2.76,12.8,8.42,242.078,19.604,249.009,30.363,1,7.6,257,,
2.51,12.8,7.94,245.602,25.414,250.063,32.707,1,8,251,15.26,1
2.42,12.8,7.84,248.015,24.484,249.374,32.33,1,8.4,251,,
2.55,12.8,8.06,245.166,21.994,249.289,31.53,1,8,257,15.26,1
2.62,12.8,8.1,241.621,22.118,249.367,30.917,1,7.2,240,,
2.5,12.8,8.02,243.194,20.434,248.651,31.259,1,7.6,257,15.24,1
2.41,12.8,7.8,239.757,24.797,248.361,32.914,1,8.4,262,,
2.49,12.8,8.08,246.259,22.535,249.39,31.697,1,6.4,262,15.24,1
2.64,11.36,8.2,246.038,24.978,248.712,31.296,1,7.6,257,,
2.53,12.8,8.24,249.218,21.675,251.109,30.915,1,6.8,257,15.22,1
2.32,12.8,7.74,240.029,22.967,246.144,31.3,1,6.4,251,,
2.45,12.8,8.16,242.539,26.314,246.355,32.323,1,7.6,257,15.24,1
2.45,12.8,8.36,242.431,22.487,247.563,31.351,1,6.4,262,,
2.27,10.24,7.7,254.012,25.894,251.257,35.672,1,6.8,274,15.3,1
2.53,12.8,8.24,245.692,22.721,248.15,31.281,1,6.8,291,,
2.55,11.36,8.22,247.979,25.695,250.103,32.832,1,7.6,302,15.28,1
2.49,11.36,8.02,243.788,22.505,248.249,33.578,1,7.2,308,,
2.52,12.8,8.24,238.692,22.937,246.846,33.377,1,6.8,314,15.28,1
2.51,10.24,7.92,247.825,23.001,247.74,32.548,1,7.2,320,,
2.6,12.8,8.32,244.741,22.79,246.94,31.278,1,7.6,308,15.26,1
2.32,11.36,7.82,244.642,23.901,248.608,32.53,1,6.8,285,,
2.28,11.36,7.8,243.491,26.164,244.136,34.152,1,5.6,268,15.28,1
2.19,12.8,7.86,246.612,26.699,247,34.798,1,7.2,302,,
2.28,11.36,7.74,237.981,25.422,240.424,34.006,1,6.8,302,15.26,1
2.31,11.36,8.04,243.38,23.444,247.002,32.089,1,7.2,314,,
2.33,11.36,7.98,238.919,25.7,242.445,32.948,1,6.4,308,15.22,1
2.33,10.24,7.92,248.322,21.615,248.003,31.299,1,7.2,320,,
2.16,11.36,7.7,240.524,31.146,245.235,35.561,1,7.2,308,15.18,1
2.11,11.36,7.68,244.448,29.693,246.328,34.099,1,6.8,302,,
2.19,11.36,8,243.999,21.119,248.137,31.603,1,6.4,302,15.12,1
1.88,11.36,7.56,243.206,28.525,244.462,35.787,1,6.4,325,,
1.9,11.36,7.36,243.635,28.525,245.161,36.402,1,6.8,302,15.16,1
1.81,11.36,7.24,238.505,31.436,244.195,37.092,1,6,291,,
1.88,11.36,7.6,245.567,27.895,246.515,36.488,1,6.4,308,15.22,1
1.75,11.36,7.18,238.294,30.992,244.97,39.108,1,6.8,314,,
1.81,11.36,7.22,241.769,28.982,245.834,37.728,1,7.6,314,15.24,1
1.88,11.36,7.16,239.058,26.439,245.93,36.837,1,7.2,314,,
1.96,11.36,6.84,240.763,30.038,245.064,40.227,1,8.8,314,15.3,1
1.87,10.24,6.74,242.073,27.731,249.584,40.434,1,8,308,,
1.85,11.36,6.72,236.852,27.059,248.102,39.903,1,8,320,15.32,1
1.94,10.24,6.86,238.926,29.508,248.518,40.51,1,8.4,320,,
1.88,10.24,6.54,248.186,30.859,252.244,39.987,1,7.6,314,15.32,1
1.97,11.36,6.76,240.891,24.81,250.234,38.71,1,7.6,325,,
1.98,11.36,6.7,241.32,32.287,253.707,40.302,1,8.4,314,15.3,1
1.98,11.36,6.52,234.843,35.812,250.655,42.874,1,8,325,,
1.98,11.36,6.46,235.41,28.084,250.871,41.335,1,7.2,331,15.32,1
1.97,11.36,6.56,239.489,29.186,250.011,40.348,1,8,337,,
2.09,11.36,6.52,229.268,27.792,247.276,41,1,8.8,291,15.3,1
2,10.24,6.3,232.303,30.997,250.992,43.536,1,8.8,302,,
2.03,11.36,6.28,227.138,26.933,249.771,42.807,1,9.6,320,15.26,1
2.04,11.36,5.98,229.905,34.706,254.573,43.418,1,10,291,,
2,11.36,6.3,236.815,30.229,254.451,43.001,1,9.6,314,15.24,1
1.97,11.36,6.02,238.907,34.415,259.39,41.48,1,8.4,320,,
1.96,11.36,5.96,231.522,29.874,256.755,41.467,1,8,354,15.16,1
1.93,11.36,5.8,235.474,32.766,259.889,42.58,1,10.4,308,,
2.06,11.36,6.1,238.507,32.958,258.421,41.681,1,8.8,325,15.04,1
2.07,10.24,5.92,233.829,33.103,256.471,42.654,1,8,354,,
2.12,11.36,5.98,231.38,29.127,258.398,43.295,1,9.2,320,15.06,1
2.09,11.36,6,231.413,32.877,260.011,44.472,1,8.4,342,,
2,6.82,5.76,264.327,28.05,265.564,44.739,1,7.2,337,15.28,1
2.04,6.4,5.88,269.87,30.082,265.048,45.06,1,8.4,337,,
2.02,9.3,5.84,244.534,32.062,265.23,44.859,1,10,320,15.62,1
2.22,7.3,5.94,259.684,28.836,264.913,43.964,1,8.8,342,,
2.22,6.82,5.86,267.622,29.021,265.674,43.433,1,10,337,15.7,1
2.22,6.82,5.92,265.846,28.397,264.747,44.821,1,7.2,320,,
2.17,7.3,6.02,260.933,30.08,265.465,44.947,1,9.2,325,15.74,1
2.27,7.3,6.02,263.991,28.332,264.864,44.47,1,7.6,302,,
2.31,7.86,6.06,262.883,31.16,266.055,45.695,1,9.2,337,15.8,1
2.28,7.3,6.2,259.802,27.006,260.931,42.446,1,6.8,325,,
2.34,7.3,6.1,263.639,25.627,263.557,42.643,1,9.6,325,15.8,1
2.59,7.86,6.52,261.494,27.407,261.697,42.024,1,9.2,325,,
2.65,8.52,6.5,257.32,27.867,261.912,40.484,1,8,320,15.82,1
2.49,8.52,6.44,244.788,31.237,260.223,42.022,1,8,325,,
2.65,8.52,6.44,252.172,28.665,263.151,42.139,1,9.2,314,15.8,1
2.85,9.3,6.68,247.206,26.792,259.865,39.146,1,10.8,302,,
2.68,9.3,6.6,246.852,28.898,261.796,40.225,1,8,320,15.78,1
2.67,8.52,6.64,253.014,28.065,260.67,39.217,1,8.8,314,,
2.79,10.24,6.96,238.376,23.311,254.449,37.982,1,9.6,280,15.74,1
2.61,10.24,6.66,234.455,28.138,257.984,40.792,1,9.2,308,,
2.71,8.52,6.68,257.974,24.909,259.189,36.94,1,6.8,337,15.72,1
2.61,9.3,7.08,237.276,27.57,251.682,40.042,1,6.8,331,,
2.62,9.3,6.88,247.061,34.125,254.012,43.114,1,10,308,15.66,1
2.69,10.24,7.1,230.288,23.636,250.011,40.348,1,7.2,285,,
2.57,10.24,6.84,229.295,28.436,251.1,42.547,1,8.4,337,15.6,1
2.74,10.24,6.92,227.709,31.552,250.399,43.341,1,9.6,331,,
3.01,10.24,7.16,237.408,26.746,253.577,39.928,1,7.6,348,15.54,1
2.72,10.24,6.96,238.522,28.304,254.055,39.575,1,10.4,291,,
2.83,10.24,7.14,239.058,26.439,254.802,38.702,1,9.2,285,15.5,1
2.74,9.3,7.3,256.059,30.303,255.595,38.513,1,7.6,268,,
2.83,10.24,7.76,238.715,25.89,250.821,35.381,1,6.8,280,15.56,1
2.6,10.24,7.56,238.709,27.974,249.811,39.063,1,7.2,302,,
2.68,9.3,7.52,253.491,25.459,254.015,37.925,1,7.2,297,15.6,1
2.41,10.24,7.5,236.589,32.801,247.073,39.876,1,7.6,302,,
2.33,10.24,7.24,234.35,28.973,245.715,39.845,1,8.4,302,15.62,1
2.45,11.36,7.22,227.145,29.431,246.358,40.846,1,10,285,,
2.51,10.24,7.32,240.785,28.163,249.913,37.772,1,9.2,285,15.6,1
2.53,10.24,6.94,242.001,35.896,248.651,41.655,1,8,274,,
2.58,10.24,7.12,239.621,30.924,248.749,40.094,1,7.2,262,15.62,1
2.71,11.36,7,241.931,25.682,252.619,40.032,1,9.2,262,,
2.73,10.24,6.96,242.205,30.825,254.511,39.884,1,9.6,251,15.62,1
2.67,11.36,7.14,234.615,25.872,246.117,37.599,1,8,251,,
2.95,11.36,7.08,238.186,29.254,249.344,37.152,1,8,251,15.58,1
2.83,11.36,6.76,239.831,32.97,249.757,38.511,1,9.2,262,,
2.99,11.36,7.38,243.352,24.463,248.624,35.575,1,6.8,234,15.6,1
3.11,10.24,7.28,249.207,30.709,249.789,36.426,1,10.4,251,,
3.05,11.36,7.34,244.202,31.483,248.25,36.059,1,10,245,15.56,1
3.01,7.86,7.18,252.427,27.613,248.021,34.367,1,8.4,257,,
3.3,10.24,7.76,247.09,26.699,246.201,33.081,1,8.4,245,15.56,1
3.1,10.24,7.68,247.932,25.926,248.557,35.052,1,9.2,251,,
3.13,12.8,7.88,243.856,26.65,246.115,35.878,1,6.8,222,15.58,1
3.37,11.36,7.82,244.163,26.264,245.874,33.189,1,8.4,245,,
3.4,10.24,7.96,244.749,26.134,243.822,32.209,1,7.2,262,15.54,1
3.64,12.8,8.52,237.925,19.43,243.116,30.043,1,8,251,,
3.54,12.8,8.4,234.407,20.038,241.374,31.296,1,7.6,211,15.58,1
3.75,12.8,8.76,237.829,21.317,243.55,29.073,1,10,245,,
3.57,10.24,8.54,244.776,23.592,241.784,31.408,1,9.6,245,15.56,1
3.7,12.8,8.58,240.951,21.729,241.748,30.194,1,8.8,251,,
3.77,14.62,8.94,233.608,20.262,238.992,29.321,1,7.6,274,15.52,1
3.74,12.8,9.02,237.835,21.852,239.846,29.666,1,8,251,,
3.95,14.62,9.44,236.212,18.268,240.191,28.866,1,8,240,15.48,1
3.9,14.62,9.28,235.776,21.193,240.063,29.249,1,8.8,240,,
4,14.62,9.48,236.996,17.911,239.961,28.892,1,7.6,251,15.44,1
4.13,12.8,9.66,237.772,20.684,236.733,28.03,1,8.4,262,,
4.19,14.62,9.74,236.062,19.809,237.299,28.144,1,7.6,240,15.44,1
3.93,14.62,9.88,236.524,19.077,237.927,28.714,1,8.4,274,,
4.15,14.62,9.78,235.978,20.427,237.396,28.921,1,8.4,251,15.52,1
4.29,14.62,10.1,231.806,20.003,235.554,27.705,1,8.4,274,,
4.34,14.62,10.16,235.821,17.465,236.889,27.385,1,8.8,274,15.54,1
3.96,11.36,9.52,231.533,24.956,234.105,32.549,1,7.2,297,,
4.3,14.62,10.02,236.193,20.988,234.336,28.818,1,9.6,251,15.56,1
4.17,14.62,9.92,231.995,24.564,234.545,30.011,1,8.4,285,,
4.09,14.62,9.84,226.368,21.97,232.831,30.06,1,8.4,325,15.58,1
4.22,14.62,10.22,230.301,19.397,232.595,28.229,1,8,354,,
4.26,14.62,10.04,228.048,20.525,231.047,29.654,1,9.2,342,15.58,1
3.99,14.62,9.58,227.045,26.771,231.34,33.779,1,9.2,331,,
4.23,14.62,10.36,224.274,21.895,228.759,30.951,1,7.6,320,15.64,1
3.95,14.62,10,224.785,22.719,230.203,32.57,1,7.2,0,,
4,12.8,9.92,224.482,23.208,227.047,33.206,1,8.8,325,15.66,1
4.1,14.62,9.9,229.179,24.218,231.809,32.46,1,7.2,331,,
4.57,14.62,10.72,229.904,23.808,233.993,35.801,1,8,354,15.66,1
3.94,14.62,9.48,229.851,25.748,232.274,33.961,1,8.8,325,,
4.42,12.8,10.22,233.959,21.12,231.777,30.205,1,8.8,314,15.68,1
4.31,14.62,10.08,224.958,19.726,230.28,32.278,1,9.6,302,,
3.99,14.62,9.26,219.315,24.686,225.537,35.243,1,8.4,320,15.68,1
4.73,14.62,10.1,229.608,21.557,232.776,31.046,1,9.2,308,,
4.6,14.62,9.84,229.868,19.031,232.2,30.87,1,9.6,308,15.72,1
4.28,14.62,9.36,227.714,26.803,229.044,34.07,1,9.2,308,,
4.8,14.62,9.92,231.236,22.529,233.275,31.377,1,9.2,314,15.68,1
4.57,14.62,10.04,225.293,18.538,231.053,31.154,1,7.6,280,,
4.31,14.62,9.6,232.532,23.267,232.928,33.224,1,8,325,15.62,1
4.68,14.62,9.86,228.905,22.408,232.2,30.87,1,10.4,314,,
4.17,14.62,9.38,230.066,26.582,233.875,36.46,1,9.6,314,15.6,1
4.03,12.8,9.34,228.85,28.651,230.996,37.357,1,9.6,308,,
4.39,14.62,9.62,225.689,23.008,231.502,35.146,1,9.2,337,15.52,1
4.32,14.62,9.92,222.193,21.209,227.862,33.361,1,9.6,302,,
4.35,14.62,9.86,221.095,22.408,229.183,34.849,1,8.8,331,15.58,1
4.27,12.8,9.78,222.905,24.647,230.124,35.072,1,8.8,325,,
4.18,14.62,9.54,224.093,23.295,231.885,34.495,1,8.4,325,15.64,1
4.41,14.62,9.88,224.399,22.612,230.22,33.6,1,8.8,320,,
3.99,14.62,9.34,218.554,24.14,228.147,35.709,1,8.8,325,15.7,1
4.22,14.62,9.62,219.467,24.252,229.235,34.909,1,9.2,320,,
4.17,14.62,9.38,222.681,24.904,232.293,34.691,1,10.4,308,15.74,1
4.49,14.62,9.94,223.178,23.92,229.317,34.639,1,7.2,5,,
4.08,14.62,9,220.454,24.716,232.062,38.359,1,11.2,308,15.74,1
4.61,14.62,9.74,221.987,26.346,230.087,35.974,1,9.6,302,,
4.32,14.62,9.72,220.086,22.929,229.421,34.759,1,10.4,291,15.76,1
4.48,12.8,9.76,221.028,25.883,229.344,38.376,1,10.8,285,,
4.32,14.62,9.52,218.972,26.228,228.532,37.543,1,8.4,291,15.78,1
4.37,14.62,9.6,217.908,26.163,228.942,37.632,1,9.2,280,,
4,14.62,8.94,216.907,23.873,231.823,38.034,1,10.4,268,15.74,1
4.3,14.62,9.44,223.016,23.136,231.967,35.397,1,9.6,262,,
4.16,14.62,9.38,222.758,23.114,230.071,35.013,1,10.8,280,15.74,1
4.3,14.62,9.68,219.363,24.604,228.604,35.992,1,7.6,308,,
4.15,14.62,9.34,224.035,25.256,231.54,37.223,1,9.6,297,15.74,1
4.22,14.62,9.3,220.19,23.634,228.028,36.411,1,7.6,291,,
4.44,12.8,9.66,220.081,24.185,227.201,35.319,1,9.6,291,15.76,1
4.46,14.62,9.46,221.639,24.612,228.468,34.122,1,10,280,,
4.21,14.62,9.44,220.082,20.628,227.532,34.978,1,10.8,285,15.76,1
4.11,12.8,9.16,227.144,24.919,233.382,36.112,1,9.6,297,,
4.57,14.62,9.58,219.601,24.186,231.475,38.141,1,9.2,291,15.74,1
4.47,14.62,9.16,223.719,26.04,235.283,36.097,1,7.2,337,,
4.49,14.62,9.14,226.157,22.289,234.51,35.173,1,7.6,297,15.74,1
4.53,14.62,9.06,215.59,28.637,232.418,38.781,1,9.6,280,,
4.22,14.62,8.86,223.01,23.524,232.087,37.633,1,10,268,15.6,1
4.64,14.62,9.48,221.335,23.045,231.672,37.02,1,10.8,257,,
4.13,14.62,8.94,228.04,23.996,233.255,35.431,1,8,268,15.5,1
4.31,14.62,9.18,223.409,18.84,233.317,32.304,1,9.2,262,,
4.36,14.62,9.18,226.678,22.862,233.743,32.28,1,10.8,251,15.48,1
4.6,14.62,9.32,230.765,19.39,232.806,29.759,1,10.8,245,,
4.21,14.62,8.9,225.781,23.971,232.857,34.457,1,9.6,245,15.42,1
4.64,14.62,9.58,223.817,20.26,231.229,29.621,1,9.2,251,,
4.35,14.62,9.4,231.452,20.673,234.643,29.597,1,7.6,257,15.4,1
4.28,14.62,9.7,231.555,20.082,235.578,29.237,1,8.4,245,,
4.38,14.62,9.64,229.412,23.415,233.378,30.463,1,7.6,240,15.3,1
4.56,14.62,9.84,228.327,17.621,232.864,27.588,1,10,228,,
4.65,14.62,9.88,230.104,18.486,232.237,28.312,1,7.2,228,15.26,1
4.28,14.62,9.56,227.463,23.386,233.417,30.378,1,8,222,,
4.55,14.62,10.04,233.603,18.611,234.894,26.998,1,8.4,217,15.24,1
